date,price_a,price_b,sentiment,momentum,volatility
2025-01-01,104.96714153011233,91.71004989077927,0.9001314207180888,0.0,0.0
2025-01-02,103.9189466789356,86.44417428859816,0.8962985875821177,0.0,0.0
2025-01-03,110.73028022047764,94.25450213296183,0.9190278537679202,0.0,0.0
2025-01-04,126.29502694509301,100.69548534180254,0.95,0.0,0.0
2025-01-05,124.28794135839478,100.82610681873543,0.95,0.0,0.0
2025-01-06,122.28101994943808,102.33525772350711,0.9474117358483378,0.1649456979292787,0.0
2025-01-07,138.40759626504712,115.43639360014348,0.95,0.3318802844746538,0.0
2025-01-08,146.41639171711134,109.8479029355613,0.95,0.32227960974701997,0.0
2025-01-09,142.05609601829693,115.63628665852863,0.95,0.1247956428249235,0.0
2025-01-10,147.8161446146917,113.97339729172818,0.95,0.18930399038834644,0.0
2025-01-11,143.51641584710217,112.13661146646373,0.95,0.1736606049446161,0.0
2025-01-12,139.19356647193473,123.45153293338848,0.95,0.005678663802400674,0.0
2025-01-13,141.94763734813017,132.03709488242416,0.95,-0.03052086119985231,0.0
2025-01-14,123.1492830620873,140.54553360641017,0.9491154605300217,-0.13309399234633623,0.0
2025-01-15,106.2345528974921,153.90230776252622,0.9045972243610582,-0.28130615790033764,0.0
2025-01-16,100.94612576561748,154.4554461619993,0.8847136531358648,-0.2966231411940897,0.0
2025-01-17,91.15226272280836,161.61005426198673,0.8383619712389729,-0.34514026019164346,0.0
2025-01-18,94.62918420929623,158.85450858235578,0.8563337591727094,-0.3333514669411809,0.0
2025-01-19,85.88339161461923,162.3726000892387,0.8077313130005386,-0.30260745755767005,0.0
2025-01-20,72.09480276180143,161.45291104569523,0.7076074227823159,-0.3213620164489496,0.0
2025-01-21,87.08573861155209,162.81512732204163,0.8150900343772038,-0.13730479549306562,0.09649249262086984
2025-01-22,85.16242376722185,169.11029487979118,0.8032128327940566,-0.06571245492612121,0.09656385949519204
2025-01-23,86.1721539746362,161.29147479076943,0.80951874818291,-0.08937021179380744,0.09522124093307
2025-01-24,72.25912027303676,182.61479561295565,0.7089654509964588,-0.15863685731832844,0.09433076824150795
2025-01-25,67.14974118832005,172.92233903691195,0.6650742108944389,-0.06859109650136197,0.09489868882866824
2025-01-26,68.59341524595382,161.0567972305922,0.6778124089405679,-0.21234617355757524,0.09547697792540137
2025-01-27,57.417927632265915,172.98562166702655,0.5736397904586504,-0.3257833080325564,0.09283820236769137
2025-01-28,61.50935597625775,181.2559697187117,0.6131029522886516,-0.2862038008895271,0.09361797357625753
2025-01-29,55.83741723760481,187.81740640961095,0.558110393674984,-0.22726131972519525,0.09435917050524277
2025-01-30,53.25492790020716,194.48117509979969,0.5325033774565668,-0.2069228122435376,0.09236893384613033
2025-01-31,47.572309938448306,194.78031948131763,0.4757421587799168,-0.30645952285843514,0.09326067246067817
2025-02-01,66.4295399440728,186.2304689029149,0.6586269895957823,0.1569477109923212,0.13662604849389232
2025-02-02,66.62901585722858,187.31243996903234,0.6604186987914367,0.08323383979092536,0.13636676912002663
2025-02-03,56.3863547282047,180.7898988105182,0.5635185042936872,0.00983099716564606,0.13729609570814338
2025-02-04,64.9462520097717,190.98580919328916,0.6451642846142467,0.21953506596558658,0.1405989477245279
2025-02-05,53.0722636705966,189.92902422793736,0.5306840303488224,0.1156125010381972,0.14536325557613614
2025-02-06,55.49534778117926,181.91811818993412,0.5547332708591315,-0.16459834242565974,0.14500641129363398
2025-02-07,36.23309470291662,179.14286278114227,0.3657075368987429,-0.4561964598042958,0.16212199354189427
2025-02-08,23.28568237446743,183.70064596442265,0.25567461095815724,-0.5870333791444788,0.17722398227150354
